"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200"
"371350000PA",8,8,12,12,12
"37019000022",3,3,5,5,5
"37019000021",3,3,5,5,5
"3703900MURS",1,10,10,10,10
"37037PIT113",8,8,12,12,12
"37019000020",3,3,5,5,5
"37153000016",11,11,3,3,11
"3704500LATT",10,7,7,13,13
"37153000015",11,11,3,3,11
"371390000MH",4,6,6,8,8
"3719700NLIB",13,13,2,2,2
"3712700P13A",5,6,6,8,8
"371010PR27B",6,5,11,11,6
"371010PR27A",6,5,11,11,6
"371750000RE",1,10,10,10,10
"37093000015",2,11,3,3,11
"37093000014",2,11,3,3,11
"37093000013",2,11,3,3,11
"37093000012",2,11,3,3,11
"3705500SOSH",4,6,6,8,8
"37139000NIX",4,6,6,8,8
"37019000013",3,3,5,5,5
"37019000012",3,3,5,5,5
"37019000011",3,3,5,5,5
"370810SCLAY",9,12,8,4,7
"370970000BE",12,1,13,9,2
"3712700P16A",5,6,6,8,8
"3703100STEL",3,3,5,5,5
"370970000BA",13,1,13,9,2
"37019000019",3,3,5,5,5
"37019000018",3,3,5,5,5
"37019000017",3,3,5,5,5
"37019000016",3,3,5,5,5
"37019000015",3,3,5,5,5
"37019000014",3,3,5,5,5
"37119000151",10,9,7,1,13
"3716300CLCE",2,11,3,3,11
"37119000150",10,9,7,1,13
"3717900038B",7,2,1,13,1
"3717900038A",7,2,1,13,1
"37099000SDC",1,10,10,10,10
"37115SPRING",1,10,10,10,10
"370950000BM",4,6,6,8,8
"3719907-BRU",1,10,10,10,10
"3701700P502",2,11,3,3,11
"3701700P501",2,11,3,3,11
"3703900BELL",1,10,10,10,10
"3710900AS25",10,7,7,9,2
"3708100FR5B",9,12,8,4,7
"370230029-B",10,1,13,13,10
"3708100FR5A",9,12,8,4,7
"370230029-A",13,1,13,13,10
"3704900CFB8",4,3,6,8,8
"3717900037B",7,2,1,13,1
"3717900037A",7,2,1,13,1
"370210031.1",1,10,10,10,10
"3712700P15A",5,6,6,8,8
"370210048.1",1,10,10,10,10
"3705500MATO",4,6,6,8,8
"370070000MM",11,2,9,3,11
"37099000BCK",1,10,10,10,10
"3715900014A",12,9,9,7,4
"3708100H20B",11,13,2,2,9
"37067000801",12,13,2,2,9
"3708100H20A",11,13,2,2,9
"370010003N2",9,12,8,4,7
"3712700P10A",5,6,6,8,8
"371350000KM",8,8,12,12,12
"3703900MARB",1,10,10,10,10
"37067000809",12,13,2,2,9
"37067000808",12,13,2,2,9
"3716300CLEA",2,11,3,3,11
"37067000807",12,13,2,2,9
"370950000LL",4,6,6,8,8
"37067000806",12,13,2,2,9
"37067000805",12,13,2,2,9
"37125000NSP",2,11,3,7,4
"37067000804",12,13,2,2,9
"3716300CLEM",2,11,3,3,11
"3713300HR17",3,3,5,5,5
"37067000803",12,13,2,2,9
"371350000LC",8,8,12,12,12
"37067000802",12,13,2,2,9
"3707700SOOX",5,12,12,12,12
"37183011-02",6,4,4,6,3
"37111DYSART",1,10,10,10,10
"37125000WEM",11,11,3,7,4
"3708700BE-4",1,10,10,10,10
"3708700BE-3",1,10,10,10,10
"3707700WILT",5,4,4,12,12
"3708700BE-2",1,10,10,10,10
"3708700BE-1",1,10,10,10,10
"3719906-JAC",1,10,10,10,10
"3707500TAPO",1,10,10,10,10
"37119000122",10,7,1,13,13
"3705100AH49",2,11,3,3,11
"37119000121",7,2,1,1,1
"37119000120",10,7,1,1,1
"3708700BE-7",1,10,10,10,10
"37119000129",7,7,1,1,1
"37119000128",10,9,7,1,13
"37119000127",13,9,7,7,4
"37119000126",7,9,7,1,13
"37119000125",7,2,1,1,1
"371570000LI",9,12,8,4,7
"37119000124",7,2,1,1,1
"37119000123",7,2,9,1,1
"37139000NEW",4,6,6,8,8
"370070000WS",11,2,9,3,11
"370210026.1",1,10,10,10,10
"37119000111",7,7,1,1,1
"37119000110",7,7,1,1,1
"371570000MC",9,12,8,4,7
"37183011-01",6,4,4,6,3
"371570000MA",12,12,8,4,7
"3712700P12A",5,6,6,8,8
"37119000119",7,7,1,1,1
"370210013.1",1,10,10,10,10
"37119000118",7,7,1,1,1
"3705500FRCO",4,6,6,8,8
"37119000117",7,2,1,1,1
"37119000116",7,2,1,1,1
"37119000115",7,2,1,1,1
"37165002-25",2,11,3,3,11
"37119000114",10,7,1,1,1
"3715500011A",2,11,3,3,11
"37119000113",7,7,1,1,1
"37119000112",7,2,1,1,1
"3701300BLCK",4,6,6,8,8
"3714100LC09",3,3,5,5,5
"370510G2C-2",2,11,3,3,11
"370510G2C-1",2,11,3,3,11
"3713900WEST",4,6,6,8,8
"37119000144",7,7,1,1,1
"37119000143",10,9,7,7,4
"370210066.1",1,10,10,10,10
"37119000142",13,9,7,7,4
"37119000141",7,9,9,1,13
"37119000140",7,7,1,13,1
"3712700P11A",5,6,6,8,8
"37119000149",7,2,9,1,1
"370210053.1",1,10,10,10,10
"37119000148",7,7,1,13,1
"37119000147",10,7,1,13,1
"37119000146",10,9,7,1,13
"37051CL57-2",2,11,3,3,11
"37119000145",7,9,7,1,13
"37051CL57-1",2,11,3,3,11
"37167000011",11,2,9,7,4
"37167000010",11,2,9,7,4
"37183015-04",6,5,11,11,6
"37183015-03",6,5,11,11,6
"371750000PF",1,10,10,10,10
"37183015-02",6,5,11,11,6
"37183015-01",6,5,11,11,6
"3703900BRAS",1,10,10,10,10
"37167000019",11,2,9,7,4
"37167000018",11,2,9,7,4
"37167000017",11,2,9,7,4
"37167000016",11,2,9,7,4
"37119000133",10,9,7,7,4
"37167000015",11,2,9,7,4
"37119000132",7,9,9,1,13
"37167000014",11,2,9,7,4
"37119000131",7,2,1,1,1
"37167000013",11,2,9,7,4
"37119000130",7,7,1,1,1
"37001000035",9,12,8,4,7
"37123000OPH",11,2,9,7,4
"3700100003C",9,12,8,4,7
"37023000053",13,1,13,13,10
"37023000052",13,10,10,10,10
"37121000002",1,10,10,10,10
"37023000051",13,1,10,10,10
"37121000001",1,10,10,10,10
"37119000138",10,7,1,1,13
"37119000137",7,2,1,13,1
"37119000136",7,7,1,1,1
"37119000135",10,9,7,1,13
"37119000134",10,9,7,7,4
"3707900BULL",4,6,11,11,6
"3700500003A",12,1,13,9,2
"37121000009",1,10,10,10,10
"37121000008",1,10,10,10,10
"37121000007",1,10,10,10,10
"371570000MS",9,12,8,4,7
"37121000006",1,10,10,10,10
"370190004B2",3,3,5,5,5
"37121000005",1,10,10,10,10
"37121000004",1,10,10,10,10
"37121000003",1,10,10,10,10
"37191000009",4,5,11,11,6
"37191000008",4,5,11,11,6
"37191000007",4,5,11,11,6
"37191000006",4,5,11,11,6
"37191000005",4,5,11,11,6
"3714100UH08",3,3,5,5,5
"37167000008",11,2,9,7,4
"37191000004",4,5,11,11,6
"37167000007",11,2,9,7,4
"37191000003",4,5,11,11,6
"37191000002",4,5,11,11,6
"3712700P09A",5,6,6,8,8
"37167000003",11,2,9,7,4
"371170000W2",4,6,6,8,8
"371170000W1",4,6,6,8,8
"371570000NB",9,12,8,4,7
"370810SWASH",9,12,8,4,7
"37023000040",13,1,13,9,2
"37125000SLS",2,11,3,7,4
"37191000012",4,5,11,11,6
"37023000048",13,1,13,9,2
"37191000011",4,5,11,11,6
"3718100SCRK",5,12,12,12,12
"37191000010",4,5,11,11,6
"371570000HO",9,12,8,4,7
"37017000P15",2,11,3,3,11
"371570000HU",9,12,8,4,7
"3708700FC-2",1,10,10,10,10
"3708700FC-1",1,10,10,10,10
"37017000P10",2,11,3,3,11
"3707700ANTI",5,12,12,12,12
"37025012-13",11,9,9,7,4
