"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000"
"3703100MASM",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3712700P05A",9,4,4,6,3,1,1,4,5,5,1,3,5,5,7,3,3,11,4,5,1,1,12,12,4,6,1,1,6,6,10,6,1,1,5,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"370970000CD",14,13,7,5,5,12,12,13,8,12,11,13,14,8,9,14,12,7,8,2,3,7,13,3,14,13,9,7,9,4,9,14,9,3,2,14,12,12,12,12,14,3,12,13,13,5,5,5,13,10,5,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3719905-GRE",12,13,13,8,2,2,13,12,12,12,11,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,14,14,4,12,14,9,3,14,14,9,9,12,12,12,12,9,9,5,13,13,13,5,5,5,7,5,5,5,5,5,5,5,7,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3708700BE56",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"371570000IR",11,14,5,4,7,3,9,11,6,1,7,7,4,1,1,7,7,3,12,14,13,3,10,13,13,10,4,8,2,3,12,5,5,9,3,1,8,8,10,9,9,2,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"3719700DCRK",14,13,7,5,13,12,5,13,8,12,11,13,2,8,2,9,11,1,8,8,5,7,10,8,5,9,9,14,14,14,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"370210050.1",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370970000CS",14,13,7,5,13,12,12,9,13,12,11,13,14,8,9,14,12,7,8,2,3,7,13,9,5,13,9,7,14,4,9,14,9,13,2,14,12,12,12,12,14,3,12,13,13,5,5,5,13,10,5,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3706100KENA",3,11,9,3,1,4,4,4,3,3,3,6,7,7,12,4,6,5,1,10,9,12,11,1,6,6,11,5,5,5,6,1,10,7,7,3,7,5,5,4,4,6,6,6,10,11,11,11,11,6,2,2,2,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37001000011",2,14,14,4,7,3,9,14,6,4,7,7,4,1,3,1,7,3,6,4,4,11,5,13,12,4,2,10,3,8,8,5,5,6,1,1,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37081000RC2",13,14,14,4,7,3,9,14,14,1,5,7,12,1,1,7,1,14,12,14,4,11,5,5,12,4,4,10,2,8,2,9,4,9,3,1,13,13,13,13,7,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37081000RC1",11,14,14,4,7,3,9,14,14,1,5,7,12,1,1,7,1,3,12,14,4,3,3,5,12,10,4,10,2,8,2,9,4,9,3,1,13,13,13,9,7,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"3710900LS12",5,10,12,13,5,13,12,13,9,8,9,1,11,11,13,11,14,12,13,3,14,8,13,3,3,3,13,13,9,9,13,11,11,13,13,14,12,12,12,12,3,9,9,9,14,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"371170000BG",9,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,3,3,1,4,5,4,4,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"370210022.2",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3712700P08A",9,4,4,6,3,1,1,4,5,5,1,3,5,5,7,3,3,11,4,5,1,1,12,12,1,1,1,1,6,6,10,6,1,1,5,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"371490TR123",1,5,13,8,2,2,13,12,12,11,8,12,13,11,13,11,12,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,12,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37001000013",2,14,14,4,7,3,9,14,6,4,7,7,4,1,3,7,1,3,6,4,4,11,5,13,12,4,2,10,3,8,8,5,5,6,1,1,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37125000BEN",13,2,2,9,4,9,14,5,6,4,10,4,6,3,4,13,13,1,10,7,12,10,3,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,12,12,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3703100BFT2",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3703100BFT1",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3710900LB34",5,10,12,13,5,13,12,13,9,8,9,1,11,11,13,11,14,12,13,3,14,8,13,3,3,3,13,13,9,9,13,11,11,13,13,14,12,12,12,12,3,9,9,9,14,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"3708300CONC",9,4,4,6,3,7,3,4,7,7,1,3,5,5,7,3,3,11,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,4,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3705100LR63",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3705500KTHK",4,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,4,5,4,4,5,4,4,4,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"370970000FT",12,13,7,5,5,12,12,9,11,8,9,13,11,8,9,14,12,7,8,12,3,2,9,9,14,13,9,13,9,4,9,14,11,13,2,14,12,12,12,12,14,9,9,13,13,14,7,5,13,13,13,13,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37001000001",13,14,2,9,7,3,9,14,6,4,7,7,4,1,3,7,1,3,6,4,4,11,5,13,12,4,2,7,7,8,8,5,5,6,1,8,8,13,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3708100H29B",13,7,5,14,10,9,7,11,14,1,5,14,12,14,1,7,1,14,14,14,4,3,3,5,13,10,4,8,2,3,2,9,4,9,3,1,13,13,13,9,9,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"3716300GIDD",3,11,3,9,8,4,4,1,2,5,1,6,7,7,12,4,6,11,1,10,9,12,4,11,11,6,12,2,8,5,7,7,7,10,10,3,7,5,5,4,5,6,6,6,6,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"3708100H29A",13,7,5,14,10,9,7,11,14,1,5,14,12,14,1,7,1,14,12,14,4,3,3,5,13,10,4,8,2,3,2,9,4,9,3,1,13,13,13,9,9,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37005000004",14,13,7,5,13,12,5,13,8,12,11,9,14,8,2,14,12,14,8,8,5,7,10,8,14,10,9,14,14,14,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"3712700P07A",9,4,4,6,1,1,1,4,5,5,1,3,5,5,7,3,3,11,4,5,1,1,12,12,1,1,1,1,6,6,10,6,1,1,5,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37005000001",14,13,7,5,13,12,5,13,8,12,11,9,14,8,2,14,12,14,8,8,5,7,10,8,5,10,9,14,14,14,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37001000007",2,14,2,4,7,3,9,14,6,4,7,7,4,1,3,7,1,3,6,4,4,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"370030000B1",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,12,13,3,14,8,13,3,3,13,13,14,14,4,12,11,9,3,2,14,10,8,8,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,12,13,13,12,10,3,3,8,8,8,8,8,3,1,1,8,8,8,8,13,13,13,13,8,8,8
"37001000005",11,14,14,4,7,3,9,14,6,4,7,7,4,1,1,1,7,3,6,4,4,11,5,13,12,10,2,10,3,8,8,5,5,6,1,1,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37025001-02",7,12,10,12,14,11,11,2,11,13,4,8,8,9,8,12,2,7,8,9,3,13,8,7,2,5,3,4,11,13,11,12,2,14,11,11,14,11,2,3,8,13,14,14,9,8,12,7,3,8,10,1,9,13,3,3,3,13,12,14,14,13,13,13,7,7,7,3,3,3,3,1,9,9,5,5,5,5,5,5,5
"37001000004",11,14,14,4,7,3,9,14,14,4,7,7,4,1,1,1,1,3,6,4,4,3,5,13,12,4,2,10,3,8,8,5,5,6,1,1,13,4,13,9,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37001000002",2,14,14,4,7,3,9,14,14,4,7,7,4,1,1,7,1,3,6,4,4,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"370970000EM",14,13,7,5,13,12,12,13,8,9,11,13,2,8,2,14,12,7,8,8,5,7,13,8,5,13,9,7,14,4,9,14,14,13,2,9,10,8,8,14,14,3,12,13,13,5,5,5,13,10,5,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"3719700SLIB",14,13,7,5,13,12,5,13,8,9,12,13,2,8,2,9,11,1,14,8,5,7,10,8,5,9,14,14,14,14,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37025001-08",7,12,10,12,14,11,11,5,11,13,4,8,8,9,8,12,2,7,8,2,7,13,8,7,2,13,3,4,11,13,11,12,2,4,11,11,14,11,2,3,13,14,8,14,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,14,14,13,13,13,7,7,7,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37025001-07",7,12,10,12,14,11,11,5,11,13,4,8,8,9,8,2,2,7,8,12,3,13,8,9,2,13,3,4,11,13,11,12,2,4,11,11,14,11,2,3,13,14,8,14,9,8,12,7,3,8,10,1,9,12,12,12,13,13,12,14,14,13,13,13,7,7,7,5,5,3,3,1,9,9,3,13,13,7,7,7,7
"370030000B2",12,13,7,5,13,12,12,13,8,12,11,9,14,8,9,14,12,12,8,8,14,7,13,3,3,13,13,14,14,4,12,11,9,3,2,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,1,1,8,8,8,8,13,13,13,13,8,8,8
"37025001-04",7,12,10,12,14,11,11,5,11,13,4,8,8,9,8,2,2,7,8,9,3,5,9,9,2,5,3,4,11,13,11,12,2,14,11,11,11,11,2,3,8,14,8,14,9,8,12,7,3,8,10,1,9,12,1,3,3,14,12,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,3,13,13,7,7,7,7
"37125000EWD",13,8,6,9,4,9,14,1,6,4,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37143BETHEL",4,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,4,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3719300113A",14,13,7,5,13,13,5,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"370970DV2-A",12,13,7,13,5,12,2,9,11,8,9,1,11,8,9,14,14,12,8,12,3,2,9,9,14,13,9,13,9,9,13,11,11,13,2,12,14,7,11,3,14,9,9,9,14,14,7,5,13,13,13,13,12,9,1,10,3,14,14,10,3,3,8,8,8,8,8,5,5,3,3,1,9,9,3,13,13,7,7,7,7
"3708500PR16",8,1,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,10,2,14,4,13,12,8,10,4,5,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"370070WADES",7,6,2,14,4,5,8,2,10,10,13,8,12,2,6,13,13,2,2,2,12,10,8,7,14,5,7,12,13,11,4,12,2,12,11,11,4,14,7,11,11,7,7,5,7,7,8,14,8,12,9,9,3,3,3,3,14,3,3,3,10,10,6,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"3719903-EGY",1,5,13,8,2,2,13,12,12,12,11,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,14,4,12,3,3,11,9,13,9,9,12,8,12,12,9,9,5,3,13,13,5,5,7,5,5,5,5,5,5,5,5,7,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37155000041",8,8,6,14,8,4,14,1,2,2,10,4,10,10,10,10,5,4,11,1,9,10,4,11,11,7,12,11,7,7,7,7,7,10,10,7,7,14,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37155000040",8,8,6,14,8,4,14,1,2,2,10,4,6,6,10,10,13,4,11,1,12,9,4,11,11,7,12,11,7,7,7,7,7,10,10,7,7,14,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"3703100BOGU",4,3,9,3,3,7,3,7,7,7,2,3,10,5,7,3,5,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3714500HLWY",11,14,14,4,7,10,9,14,1,14,7,7,3,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,10,10,1,2,6,4,6,6,3,3,3,4,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"370970DV2-B",5,6,12,13,5,12,2,9,11,8,9,1,11,8,9,11,14,12,8,12,3,2,9,9,14,14,9,13,9,9,13,11,11,13,2,12,14,7,11,3,14,9,9,9,14,14,7,7,3,8,10,13,12,9,1,10,3,14,14,10,3,3,8,8,8,8,8,5,5,3,3,1,9,9,3,13,13,7,7,7,7
"37183016-06",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,5,4,10,5,11,11,4,1,4,7,11,1,1,10,1,1,10,8,8,4,5,5,3,1,1,1,10,2,10,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183016-05",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,5,4,10,5,11,11,4,1,4,7,11,1,3,10,1,1,10,8,8,4,5,5,3,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183016-04",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,5,4,10,5,11,11,4,1,4,7,11,1,3,10,1,1,10,8,8,4,5,5,3,1,1,1,11,2,10,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183016-03",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,5,4,10,5,11,11,4,1,4,7,11,1,1,10,1,1,10,8,8,4,5,5,3,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183016-02",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,5,4,10,5,11,11,4,1,4,7,11,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183016-01",11,3,1,1,1,6,6,6,4,6,1,2,5,3,4,5,4,10,5,11,11,4,1,4,7,11,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3708500PR01",8,1,6,9,8,4,7,1,2,2,7,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,2,8,2,14,4,13,12,8,10,4,5,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,6,10,3,3,10,14,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"370210041.1",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3703100IBSP",4,3,9,3,3,7,3,7,7,7,2,3,10,5,7,3,5,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3708500PR08",8,8,1,1,6,1,1,4,5,2,7,5,1,3,12,4,10,11,1,11,6,4,1,4,11,7,5,2,8,10,1,4,13,12,8,5,4,5,5,1,1,11,2,2,10,1,2,2,10,14,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3708500PR07",8,1,6,9,8,4,14,1,2,2,10,4,1,6,6,13,13,9,10,7,12,10,7,10,11,7,5,11,10,2,14,4,13,12,8,10,4,5,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,6,6,9,6,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37155000034",8,8,6,14,4,4,14,1,2,2,10,4,6,6,6,13,13,9,10,1,12,10,7,11,10,12,5,11,7,2,7,7,7,10,10,10,7,14,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,3,14,11,12,12,14,14,14,14,14,1,1,1,1,1,1,1,1
"37155000033",8,8,6,14,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,1,12,10,4,11,10,12,5,11,7,2,7,7,7,10,10,10,4,14,7,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,3,3,14,11,12,12,14,14,14,14,14,1,1,1,1,1,1,1,1
"3719908-CRA",12,13,13,8,2,2,13,12,12,12,11,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,14,14,4,12,14,9,3,14,14,9,9,12,12,12,12,9,9,5,3,13,3,7,10,7,7,5,5,5,5,5,5,5,7,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3703100CISL",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,4,10,9,9,11,1,6,6,11,5,5,5,10,6,10,7,7,3,3,6,4,5,4,4,5,4,11,11,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37155000030",8,8,6,14,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,1,12,10,4,11,10,12,5,11,7,7,7,7,7,10,10,7,7,14,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"370830BUTWD",9,4,4,6,3,10,3,4,5,5,1,3,5,1,3,3,3,11,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37131SEABOA",9,4,4,6,3,7,3,7,7,7,1,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,4,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37025001-11",7,10,8,12,12,11,11,9,11,13,4,8,8,9,8,2,2,7,3,12,3,13,9,9,2,14,3,4,11,13,11,12,2,4,11,11,14,11,2,3,13,13,8,14,9,8,12,7,3,8,10,13,9,12,1,3,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,3,13,13,7,7,7,7
"37025001-10",7,6,10,12,14,11,11,5,11,13,4,8,8,9,8,12,9,7,8,12,7,13,8,7,2,13,3,4,11,13,11,12,2,4,11,11,14,11,2,3,13,13,8,14,9,8,12,7,3,8,10,1,9,9,12,12,13,13,12,14,3,3,8,8,8,8,8,3,3,5,5,5,5,5,3,13,13,7,7,7,7
"370210019.1",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
