"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000"
"370210021.1",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37001001210",11,14,14,4,7,3,9,14,14,4,7,7,4,1,1,7,1,3,6,4,4,11,5,13,12,4,2,10,2,8,8,5,5,6,1,8,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37051000G2A",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,10,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"370550000EL",4,4,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,4,5,4,4,5,4,11,11,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37051000G2D",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,12,7,10,10,12,12,2,7,5,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,8,8,8,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37051000G2B",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,12,7,10,10,12,12,11,7,5,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,10,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3715900005A",12,2,10,12,14,12,12,5,13,9,12,13,14,9,8,14,12,7,8,2,7,13,8,7,14,13,14,7,4,4,9,13,14,2,11,11,14,7,11,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37189000011",12,13,7,5,13,13,5,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000010",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,9,13,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000019",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000018",12,13,7,5,13,13,5,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000017",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,9,13,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000016",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000015",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000014",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000013",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37047000P21",3,11,6,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37189000012",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"370970000OL",14,13,7,5,13,12,12,13,8,12,11,13,14,8,9,14,12,7,8,2,3,7,13,3,5,13,9,7,14,4,9,14,9,3,2,14,12,12,12,12,14,3,12,13,13,5,5,5,13,10,5,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37131NEWTOW",9,4,4,6,3,7,3,7,7,7,1,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,4,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37047000P24",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37047000P23",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37081NCLAY2",13,14,2,4,7,9,9,14,14,1,5,7,12,12,1,7,1,14,12,14,4,11,3,5,12,4,4,7,2,8,8,5,4,9,3,8,13,13,13,13,7,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37081NCLAY1",13,7,2,4,7,9,9,14,14,1,5,14,12,12,1,7,1,14,12,14,4,3,3,5,12,4,4,7,2,3,8,5,4,9,3,8,13,13,13,9,7,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37183019-21",11,9,11,11,11,10,10,10,1,6,14,2,3,4,5,5,4,10,5,5,11,4,1,6,4,2,1,1,10,1,1,8,8,5,6,5,5,10,1,1,1,10,11,2,1,4,1,1,1,4,4,4,11,11,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37183019-20",11,9,11,11,11,10,10,10,1,6,14,2,3,4,5,5,4,10,5,6,11,4,1,6,4,2,1,1,1,1,5,8,8,5,6,5,5,10,1,1,1,10,11,2,1,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37123000WAD",13,2,2,14,4,5,8,2,10,10,13,13,12,9,6,13,13,2,10,7,12,10,8,7,10,12,5,11,7,2,14,4,14,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3714100UU17",3,11,9,7,9,8,4,3,3,3,3,6,7,10,10,10,5,4,1,1,10,9,4,11,11,7,12,5,8,5,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,2,2,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"3713704VM-A",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,12,11,1,1,1,6,6,6,5,6,1,10,7,7,3,3,6,4,5,4,4,5,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37189000008",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"370210009.1",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37189000007",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000006",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000005",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37147000101",4,4,9,3,1,1,1,7,7,7,2,6,7,7,7,3,3,5,1,5,1,1,12,12,1,1,6,6,6,6,6,1,1,7,7,6,6,1,4,5,4,5,4,11,11,11,1,4,4,2,11,11,11,11,4,4,4,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37189000004",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000003",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37047000P10",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37189000002",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37189000001",12,13,7,5,13,13,5,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"370890000AR",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37065000901",9,4,4,6,3,1,1,4,5,5,2,3,5,7,12,4,3,11,4,10,9,12,12,12,6,6,11,5,5,6,10,6,1,7,7,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3719500PRCR",9,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,3,11,4,5,1,1,12,12,6,6,11,5,5,6,6,1,10,7,7,6,6,6,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37047000P18",3,11,6,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37047000P17",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37189000009",12,13,7,5,13,13,12,13,8,12,11,9,14,8,9,14,12,7,8,8,5,7,10,8,14,13,9,14,14,4,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37047000P15",8,8,6,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,11,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37047000P14",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37047000P13",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37047000P12",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37047000P11",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"370970000SB",14,13,7,5,13,12,12,13,8,12,11,13,14,8,9,14,12,7,8,2,3,7,13,8,14,13,9,7,14,4,9,14,9,3,2,14,12,12,12,12,14,3,12,13,13,5,5,5,13,10,5,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"370890000AT",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3716300CLSW",3,11,3,9,8,4,4,3,2,5,1,6,7,7,12,4,6,5,1,7,9,12,4,11,11,7,12,2,8,5,7,7,7,10,10,3,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"370970DV1-B",12,13,7,13,5,12,2,9,11,8,9,1,11,8,9,11,14,12,3,12,3,2,9,9,14,14,9,13,9,9,13,11,11,13,2,12,14,7,11,3,3,9,9,9,14,14,7,5,13,13,13,13,12,9,1,10,3,14,14,10,3,3,8,8,8,8,8,5,5,3,3,1,9,9,3,13,13,7,7,7,7
"37047000P19",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"370970DV1-A",12,13,7,13,5,12,2,9,11,8,9,1,11,8,9,14,14,7,8,12,3,2,9,9,14,13,9,13,9,4,13,14,11,13,2,12,14,7,11,3,14,9,9,9,14,14,7,5,13,13,13,13,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37035000008",5,10,12,5,5,12,12,9,8,12,11,9,14,8,9,14,14,12,13,3,14,8,13,3,14,3,13,13,9,4,12,11,9,3,2,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37035000007",5,10,12,5,5,12,12,13,8,12,11,9,14,8,9,14,14,12,13,3,14,8,13,3,14,3,13,13,9,4,12,11,9,3,2,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37035000006",5,10,12,5,13,12,12,13,8,12,11,9,11,8,9,14,14,12,13,3,14,8,13,3,14,3,13,13,9,4,12,11,9,3,2,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,12,13,13,12,10,3,3,8,8,8,8,8,3,1,1,8,8,8,8,13,3,3,3,3,8,8
"37035000005",5,10,12,5,5,12,12,9,8,12,11,9,11,8,9,14,12,12,13,3,14,8,13,9,14,3,13,13,9,4,9,14,11,13,2,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,13,10,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,8,13,3,3,3,3,8,8
"37035000004",12,13,7,5,13,12,12,13,8,12,11,9,14,8,9,14,14,12,13,3,14,8,13,3,3,3,13,14,14,9,12,11,9,3,13,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37191002530",4,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,7,9,12,11,1,6,6,12,5,8,5,6,1,10,7,7,3,3,6,6,6,6,5,4,11,4,4,1,4,4,2,11,11,11,11,4,4,4,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37035000003",5,10,12,5,13,13,12,13,8,12,11,9,11,8,9,14,14,12,13,3,14,8,13,3,3,3,13,14,14,9,12,11,9,3,2,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37035000002",5,10,12,5,13,13,12,13,8,12,11,9,14,8,9,11,14,12,13,3,14,8,13,3,3,3,13,14,14,9,12,11,9,3,13,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37035000001",5,10,12,5,5,12,12,9,8,8,11,9,11,8,9,14,14,12,13,3,14,8,13,3,3,3,13,13,9,9,12,14,11,13,2,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,1,9,8,13,3,3,3,3,8,8
"3703300PELH",11,14,14,4,7,3,9,14,6,4,7,7,4,1,3,1,7,3,12,4,13,11,5,13,12,10,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3710900OB21",5,10,12,13,5,13,12,13,9,8,9,1,11,11,13,11,14,12,13,3,14,8,13,3,3,3,13,13,9,9,13,11,11,13,13,14,12,12,12,12,3,9,9,9,14,14,7,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"3719500PRGA",9,4,4,6,1,1,1,4,5,5,1,3,5,7,12,4,3,11,4,5,1,1,12,12,6,6,11,5,5,6,6,1,1,7,7,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37035000009",5,10,12,13,5,12,12,9,11,8,11,9,11,8,9,14,14,12,13,3,14,8,9,3,3,3,13,13,9,9,13,14,11,13,2,14,12,12,12,12,3,9,9,9,14,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,1,9,8,13,3,3,3,3,8,8
"370210040.2",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3716300CLWE",3,11,3,9,8,4,4,3,2,5,1,6,7,7,12,4,6,5,1,7,9,12,4,11,11,7,12,2,8,5,7,7,7,10,10,3,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"370310OTBEG",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37143WEST-H",4,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,4,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3705100G10C",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,14,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3705100G10B",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,14,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3713100GAPL",9,4,4,6,3,7,3,4,7,7,1,3,5,5,7,3,3,10,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3705100G10A",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37065000401",9,4,4,3,3,1,1,4,7,7,2,3,5,5,7,3,3,11,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
